v2_key,v2_name,v3_key,v3_name
Financial,net_capital_costs,Financial,lifecycle_capital_costs
Financial,net_capital_costs_plus_om_us_dollars,Financial,lifecycle_capital_costs_plus_om_after_tax
---,(Added in v3),Financial,lifecycle_chp_standby_cost_after_tax
---,(Added in v3),Financial,lifecycle_elecbill_after_tax
Site,lifecycle_emissions_cost_CO2,Financial,lifecycle_emissions_cost_climate
Site,lifecycle_emissions_cost_CO2_bau,Financial,lifecycle_emissions_cost_climate_bau
Site,lifecycle_emissions_cost_Health,Financial,lifecycle_emissions_cost_health
Site,lifecycle_emissions_cost_Health_bau,Financial,lifecycle_emissions_cost_health_bau
FuelTariff,total_fuel_cost_us_dollars,Financial,lifecycle_fuel_costs_after_tax
---,(Added in v3),Financial,lifecycle_generation_tech_capital_costs
Financial,microgrid_upgrade_cost_us_dollars,Financial,lifecycle_MG_upgrade_and_fuel_cost
Financial,total_annual_cost_us_dollars,Financial,lifecycle_offgrid_other_annual_costs_after_tax
Financial,additional_cap_costs_us_dollars,Financial,lifecycle_offgrid_other_capital_costs
Financial,total_om_costs_us_dollars,Financial,lifecycle_om_costs_after_tax
Financial,total_om_costs_bau_us_dollars,Financial (not yet in v3),lifecycle_om_costs_after_tax_bau
---,(Added in v3),Financial,lifecycle_om_costs_before_tax
---,(Added in v3),Financial,lifecycle_om_costs_before_tax_bau
---,(Added in v3),Financial,lifecycle_outage_cost
Financial,total_production_incentive_after_tax,Financial,lifecycle_production_incentive_after_tax
---,(Added in v3),Financial,lifecycle_storage_capital_costs
---,(Added in v3),Financial,microgrid_upgrade_capital_cost
Financial,net_present_cost_us_dollars,Financial,net_present_cost
Financial,npv_us_dollars,Financial,npv
Financial,microgrid_lcoe_us_dollars_per_kwh,Financial,offgrid_microgrid_lcoe_dollars_per_kwh
Financial,offtaker_annual_free_cashflow_series_us_dollars,Financial,offtaker_annual_free_cashflows
Financial,offtaker_annual_free_cashflow_series_bau_us_dollars,Financial,offtaker_annual_free_cashflows_bau
Financial,offtaker_discounted_annual_free_cashflow_series_us_dollars,Financial,offtaker_discounted_annual_free_cashflows
Financial,offtaker_discounted_annual_free_cashflow_series_bau_us_dollars,Financial,offtaker_discounted_annual_free_cashflows_bau
Financial,om_and_replacement_present_cost_after_tax_us_dollars,Financial,om_and_replacement_present_cost_after_tax
Financial,replacement_costs,Financial,replacements_future_cost_after_tax
---,(Added in v3),Financial,replacements_present_cost_after_tax
Financial,simple_payback_years,Financial,simple_payback_years
Financial,year_one_om_costs_us_dollars,Financial,year_one_om_costs_after_tax
Financial,year_one_om_costs_before_tax_us_dollars,Financial,year_one_om_costs_before_tax
Financial,year_one_om_costs_before_tax_bau_us_dollars,Financial,year_one_om_costs_before_tax_bau
Financial,lcoe_component_diesel_capex_us_dollars_per_kwh,Financial (not yet in v3),
Financial,lcoe_component_fuel_us_dollars_per_kwh,Financial (not yet in v3),
Financial,lcoe_component_om_us_dollars_per_kwh,Financial (not yet in v3),
Financial,lcoe_component_other_annual_costs_us_dollars_per_kwh,Financial (not yet in v3),
Financial,lcoe_component_other_capex_us_dollars_per_kwh,Financial (not yet in v3),
Financial,lcoe_component_re_capex_us_dollars_per_kwh,Financial (not yet in v3),
Financial,net_om_us_dollars_bau,---,(Removed in v3)
Generator,average_yearly_energy_produced_kwh,Generator,annual_energy_produced_kwh
Generator,fuel_used_gal,Generator,annual_fuel_consumption_gal
Generator,year_one_to_grid_series_kw,Generator,electric_to_grid_series_kw
Generator,year_one_to_load_series_kw,Generator,electric_to_load_series_kw
Generator,year_one_to_battery_series_kw,Generator,electric_to_storage_series_kw
Generator,fuel_used_gal_bau,Generator,annual_fuel_consumption_gal_bau 
Generator,total_fixed_om_cost_us_dollars,Generator,lifecycle_fixed_om_cost_after_tax
Generator,existing_gen_total_fixed_om_cost_us_dollars,Generator,lifecycle_fixed_om_cost_bau
Generator,total_fuel_cost_us_dollars,Generator,lifecycle_fuel_cost_after_tax
Generator,existing_gen_total_fuel_cost_us_dollars,Generator,lifecycle_fuel_cost_after_tax_bau
Generator,total_variable_om_cost_us_dollars,Generator,lifecycle_variable_om_cost_after_tax
Generator,existing_gen_total_variable_om_cost_us_dollars,Generator,lifecycle_variable_om_cost_after_tax_bau
Generator,size_kw,Generator,size_kw
Generator,year_one_energy_produced_kwh,Generator,annual_energy_produced_kwh
Generator,year_one_fixed_om_cost_us_dollars,Generator,year_one_fixed_om_cost_before_tax
---,(Added in v3),Generator,year_one_fixed_om_cost_before_tax_bau
Generator,year_one_fuel_cost_us_dollars,Generator,year_one_fuel_cost_before_tax
Generator,existing_gen_year_one_fuel_cost_us_dollars,Generator,year_one_fuel_cost_before_tax_bau
Generator,year_one_variable_om_cost_us_dollars,Generator,year_one_variable_om_cost_before_tax
Generator,existing_gen_year_one_variable_om_cost_us_dollars,Generator,year_one_variable_om_cost_before_tax_bau
Generator,fuel_used_series_gal,Generator,annual_fuel_consumption_gal_bau
Generator,sr_provided_series_kw,---,(Removed in v3)
Generator,year_one_power_production_series_kw,Generator,(Removed in v3)
---,(Added in v3),GHP,cooling_thermal_load_reduction_with_ghp_kw
---,(Added in v3),GHP,ghp_option_chosen
GHP,cooling_thermal_reduction_series_ton,GHP,cooling_thermal_load_reduction_with_ghp_ton 
GHP,ghpghx_chosen_outputs,GHP,ghpghx_chosen_outputs 
GHP,size_heat_pump_ton,GHP,size_heat_pump_ton 
GHP,space_heating_thermal_reduction_series_mmbtu_per_hr,GHP,space_heating_thermal_load_reduction_with_ghp_mmbtu_per_hour 
GHP,ghp_chosen_uuid,---,(Removed in v3)
,,HeatingLoadOutputs,annual_calculated_dhw_boiler_fuel_load_mmbtu 
---,(Added in v3),HeatingLoadOutputs,annual_calculated_dhw_thermal_load_mmbtu
,,HeatingLoadOutputs,annual_calculated_space_heating_boiler_fuel_load_mmbtu 
---,(Added in v3),HeatingLoadOutputs,annual_calculated_space_heating_thermal_load_mmbtu
,,HeatingLoadOutputs,annual_calculated_total_heating_boiler_fuel_load_mmbtu 
---,(Added in v3),HeatingLoadOutputs,annual_calculated_total_heating_thermal_load_mmbtu
,,HeatingLoadOutputs,dhw_boiler_fuel_load_series_mmbtu_per_hour 
---,(Added in v3),HeatingLoadOutputs,dhw_thermal_load_series_mmbtu_per_hour
,,HeatingLoadOutputs,space_heating_boiler_fuel_load_series_mmbtu_per_hour 
---,(Added in v3),HeatingLoadOutputs,space_heating_thermal_load_series_mmbtu_per_hour
,,HeatingLoadOutputs,total_heating_boiler_fuel_load_series_mmbtu_per_hour 
---,(Added in v3),HeatingLoadOutputs,total_heating_thermal_load_series_mmbtu_per_hour
HotTES,size_gal,HotThermalStorage,size_gal
HotTES,year_one_hot_tes_soc_series_pct,HotThermalStorage,soc_series_fraction
HotTES,year_one_thermal_from_hot_tes_series_mmbtu_per_hr,HotThermalStorage,storage_to_load_series_mmbtu_per_hour
,,Outages,chp_curtailed_series_kw 
,,Outages,chp_fuel_used_per_outage_mmbtu 
,,Outages,chp_microgrid_size_kw 
,,Outages,chp_microgrid_upgrade_cost 
,,Outages,chp_to_load_series_kw 
,,Outages,chp_to_storage_series_kw 
---,(Added in v3),Outages,storage_discharge_series_kw 
---,(Added in v3),Outages,expected_outage_cost
---,(Added in v3),Outages,generator_microgrid_size_kw 
---,(Added in v3),Outages,max_outage_cost_per_outage_duration 
---,(Added in v3),Outages,generator_fuel_used_per_outage_gal 
---,(Added in v3),Outages,generator_microgrid_upgrade_cost 
---,(Added in v3),Outages,pv_microgrid_upgrade_cost 
---,(Added in v3),Outages,mg_storage_upgrade_cost
---,(Added in v3),Outages,generator_curtailed_series_kw 
---,(Added in v3),Outages,generator_to_load_series_kw 
---,(Added in v3),Outages,generator_to_storage_series_kw 
---,(Added in v3),Outages,pv_curtailed_series_kw 
---,(Added in v3),Outages,pv_to_load_series_kw 
---,(Added in v3),Outages,pv_to_storage_series_kw 
,,Outages,microgrid_upgrade_capital_cost 
---,(Added in v3),Outages,pv_microgrid_size_kw 
---,(Added in v3),Outages,storage_microgrid_upgrade_cost 
---,(Added in v3),Outages,unserved_load_per_outage_kwh 
---,(Added in v3),Outages,unserved_load_series_kw 
PV,average_yearly_energy_exported_kwh,PV,annual_energy_exported_kwh
PV,average_yearly_energy_produced_kwh,PV,annual_energy_produced_kwh
PV,average_yearly_energy_produced_bau_kwh,PV,annual_energy_produced_kwh_bau
PV,year_one_curtailed_production_series_kw,PV,electric_curtailed_series_kw
PV,year_one_to_grid_series_kw,PV,electric_to_grid_series_kw
PV,year_one_to_load_series_kw,PV,electric_to_load_series_kw
PV,year_one_to_battery_series_kw,PV,electric_to_storage_series_kw
---,(Added in v3),PV,lcoe_per_kwh 
---,(Added in v3),PV,lifecycle_om_cost_after_tax
PV,existing_pv_om_cost_us_dollars,PV,lifecycle_om_cost_after_tax_bau
---,(Added in v3),PV,lifecycle_om_cost_bau 
PV,pv_name,PV,name
---,(Added in v3),PV,production_factor_series 
PV,size_kw,PV,size_kw
PV,year_one_energy_produced_kwh,PV,year_one_energy_produced_kwh
PV,year_one_energy_produced_bau_kwh,PV,year_one_energy_produced_kwh_bau
PV,sr_provided_series_kw,---,(Removed in v3)
PV,sr_required_series_kw,---,(Removed in v3)
PV,station_distance_km,---,(Removed in v3)
PV,station_latitude,---,(Removed in v3)
PV,station_longitude,---,(Removed in v3)
PV,year_one_power_production_series_kw,---,(Removed in v3)
Site,year_one_emissions_from_fuelburn_tCO2,Site,annual_emissions_from_fuelburn_tonnes_CO2
Site,year_one_emissions_from_fuelburn_tCO2_bau,Site,annual_emissions_from_fuelburn_tonnes_CO2_bau
Site,year_one_emissions_from_fuelburn_tNOx,Site,annual_emissions_from_fuelburn_tonnes_NOx
Site,year_one_emissions_from_fuelburn_tNOx_bau,Site,annual_emissions_from_fuelburn_tonnes_NOx_bau
Site,year_one_emissions_from_fuelburn_tPM25,Site,annual_emissions_from_fuelburn_tonnes_PM25
Site,year_one_emissions_from_fuelburn_tPM25_bau,Site,annual_emissions_from_fuelburn_tonnes_PM25_bau
Site,year_one_emissions_from_fuelburn_tSO2,Site,annual_emissions_from_fuelburn_tonnes_SO2
Site,year_one_emissions_from_fuelburn_tSO2_bau,Site,annual_emissions_from_fuelburn_tonnes_SO2_bau
Site,year_one_emissions_tCO2,Site,annual_emissions_tonnes_CO2
Site,year_one_emissions_tCO2_bau,Site,annual_emissions_tonnes_CO2_bau
Site,year_one_emissions_tNOx,Site,annual_emissions_tonnes_NOx
Site,year_one_emissions_tNOx_bau,Site,annual_emissions_tonnes_NOx_bau
Site,year_one_emissions_tPM25,Site,annual_emissions_tonnes_PM25
Site,year_one_emissions_tPM25_bau,Site,annual_emissions_tonnes_PM25_bau
Site,year_one_emissions_tSO2,Site,annual_emissions_tonnes_SO2
Site,year_one_emissions_tSO2_bau,Site,annual_emissions_tonnes_SO2_bau
Site,annual_renewable_electricity_kwh,Site,annual_renewable_electricity_kwh
Site,annual_renewable_electricity_kwh_bau,Site,annual_renewable_electricity_kwh_bau
Site,lifecycle_emissions_from_fuelburn_tCO2,Site,lifecycle_emissions_from_fuelburn_tonnes_CO2
Site,lifecycle_emissions_from_fuelburn_tCO2_bau,Site,lifecycle_emissions_from_fuelburn_tonnes_CO2_bau
Site,lifecycle_emissions_from_fuelburn_tNOx,Site,lifecycle_emissions_from_fuelburn_tonnes_NOx
Site,lifecycle_emissions_from_fuelburn_tNOx_bau,Site,lifecycle_emissions_from_fuelburn_tonnes_NOx_bau
Site,lifecycle_emissions_from_fuelburn_tPM25,Site,lifecycle_emissions_from_fuelburn_tonnes_PM25
Site,lifecycle_emissions_from_fuelburn_tPM25_bau,Site,lifecycle_emissions_from_fuelburn_tonnes_PM25_bau
Site,lifecycle_emissions_from_fuelburn_tSO2,Site,lifecycle_emissions_from_fuelburn_tonnes_SO2
Site,lifecycle_emissions_from_fuelburn_tSO2_bau,Site,lifecycle_emissions_from_fuelburn_tonnes_SO2_bau
Site,lifecycle_emissions_reduction_CO2_pct,Site,lifecycle_emissions_reduction_CO2_fraction
Site,lifecycle_emissions_tCO2,Site,lifecycle_emissions_tonnes_CO2
Site,lifecycle_emissions_tCO2_bau,Site,lifecycle_emissions_tonnes_CO2_bau
Site,lifecycle_emissions_tNOx,Site,lifecycle_emissions_tonnes_NOx
Site,lifecycle_emissions_tNOx_bau,Site,lifecycle_emissions_tonnes_NOx_bau
Site,lifecycle_emissions_tPM25,Site,lifecycle_emissions_tonnes_PM25
Site,lifecycle_emissions_tPM25_bau,Site,lifecycle_emissions_tonnes_PM25_bau
Site,lifecycle_emissions_tSO2,Site,lifecycle_emissions_tonnes_SO2
Site,lifecycle_emissions_tSO2_bau,Site,lifecycle_emissions_tonnes_SO2_bau
Site,annual_renewable_electricity_pct,Site,renewable_electricity_fraction
Site,annual_renewable_electricity_pct_bau,Site,renewable_electricity_fraction_bau
Site,annual_total_renewable_energy_pct,Site,total_renewable_energy_fraction
Site,annual_total_renewable_energy_pct_bau,Site,total_renewable_energy_fraction_bau
SteamTurbine,year_one_electric_energy_produced_kwh,SteamTurbine,annual_electric_production_kwh
SteamTurbine,year_one_thermal_consumption_mmbtu,SteamTurbine,annual_thermal_consumption_mmbtu
SteamTurbine,year_one_thermal_energy_produced_mmbtu,SteamTurbine,annual_thermal_production_mmbtu
SteamTurbine,year_one_electric_production_series_kw,SteamTurbine,electric_production_series_kw
SteamTurbine,year_one_to_grid_series_kw,SteamTurbine,electric_to_grid_series_kw
SteamTurbine,year_one_to_load_series_kw,SteamTurbine,electric_to_load_series_kw
SteamTurbine,year_one_to_battery_series_kw,SteamTurbine,electric_to_storage_series_kw
SteamTurbine,size_kw,SteamTurbine,size_kw
SteamTurbine,year_one_thermal_consumption_series_mmbtu_per_hr,SteamTurbine,thermal_consumption_series_mmbtu_per_hour
SteamTurbine,year_one_thermal_to_load_series_mmbtu_per_hour,SteamTurbine,thermal_to_load_series_mmbtu_per_hour
SteamTurbine,year_one_thermal_to_tes_series_mmbtu_per_hour,SteamTurbine,thermal_to_storage_series_mmbtu_per_hour
Wind,average_yearly_energy_exported_kwh,Wind,annual_energy_exported_kwh
Wind,average_yearly_energy_produced_kwh,Wind,annual_energy_produced_kwh
Wind,year_one_curtailed_production_series_kw,Wind,electric_curtailed_series_kw
Wind,year_one_to_grid_series_kw,Wind,electric_to_grid_series_kw
Wind,year_one_to_load_series_kw,Wind,electric_to_load_series_kw
Wind,year_one_to_battery_series_kw,Wind,electric_to_storage_series_kw
---,(Added in v3),Wind,lcoe_per_kwh
---,(Added in v3),Wind,lifecycle_om_cost_after_tax
Wind,size_kw,Wind,size_kw
---,(Added in v3),Wind,year_one_om_cost_before_tax
Wind,year_one_power_production_series_kw,---,(Removed in v3)
